,kind,title,htmlTitle,link,displayLink,snippet,htmlSnippet,formattedUrl,htmlFormattedUrl,pagemap.cse_thumbnail,pagemap.metatags,pagemap.cse_image
0,customsearch#result,Thông báo tuyển dụng viên chức tại các đơn vị chuyên môn giúp ...,Thông báo <b>tuyển dụng</b> viên chức tại các đơn vị chuyên môn giúp ...,https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/thong-bao-tuyen-dung-vien-chuc-tai-cac-%C4%91on-vi-chuyen-mon-giup-viec-cho-chu-tich-vien-81844-414.html,vast.gov.vn,Thực hiện theo quy định tại Điều 6 Nghị định số 115/2020/NĐ-CP ngày 25/9/2020 của Chính phủ. 3. Phương thức tuyển dụng: xét tuyển. Nội dung và hình thức xét ...,Thực hiện theo quy định tại Điều 6 Nghị định số 115/2020/NĐ-CP ngày 25/9/2020 của Chính phủ. 3. Phương thức <b>tuyển dụng</b>: xét tuyển. Nội dung và hình thức xét&nbsp;...,https://vast.gov.vn/.../thong-bao-tuyen-dung-vien-chuc-tai-cac-đon-vi-chu...,https://vast.gov.vn/.../thong-bao-tuyen-dung-vien-chuc-tai-cac-đon-vi-chu...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTu_PMeEhE4GddQnos6YBMIEcYv0RPQ0nH8UZRoDDqtsTQLhF7QgUgHVx0&s', 'width': '600', 'height': '72'}]","[{'area': 'News', 'copyright': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:type': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'geo.region': 'VN-HN', 'document-distribution': 'Global', 'author': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:title': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'rating': 'All', 'language': 'Vietnamese,English', 'source': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'distribution': 'Global', 'placename': 'vietnam', 'classification': 'Vietnam', 'geo.position': '21.030624;105.782431', 'og:description': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'icbm': '21.030624, 105.782431', 'viewport': 'width=device-width, initial-scale=1', 'resource-type': 'Document', 'document-rating': 'General', 'og:url': 'https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/thong-bao-tuyen-dung-vien-chuc-tai-cac-%C4%91on-vi-chuyen-mon-giup-viec-cho-chu-tich-vien-81844-414.html', 'geo.placename': 'Ha Noi, Viet Nam', 'email': 'nguyenhoan@cic.vast.vn'}]",[{'src': 'https://vast.gov.vn/documents/20182/21214/FriJul19193822ICT2024_MainLogo_BW.jpg/e6d8c75f-3e8d-408b-90fe-4aa6b476cb6a?t=1721392702089'}]
1,customsearch#result,Thông báo triệu tập thí sinh tham dự vòng 2 (phỏng vấn) kỳ tuyển ...,Thông báo triệu tập thí sinh tham dự vòng 2 (phỏng vấn) kỳ <b>tuyển</b> ...,https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/thong-bao-trieu-tap-thi-sinh-tham-du-vong-2-phong-van-ky-tuyen-dung-vien-chuc-tai-cac-%C4%91on-vi-chuyen-mon-giup-viec-chu-tich-vien-23811-414.html,vast.gov.vn,Thành phần: 07 thí sinh đủ điều kiện dự vòng 2 kỳ tuyển dụng viên chức tại ... 2024. 18/07/2024. Thông báo đề xuất nhiệm vụ HTQT cấp Viện Hàn lâm KHCNVN ...,Thành phần: 07 thí sinh đủ điều kiện dự vòng 2 kỳ <b>tuyển dụng</b> viên chức tại ... <b>2024</b>. 18/07/<b>2024</b>. Thông báo đề xuất nhiệm vụ HTQT cấp Viện Hàn lâm KHCNVN&nbsp;...,https://vast.gov.vn/.../thong-bao-trieu-tap-thi-sinh-tham-du-vong-2-phong-...,https://vast.gov.vn/.../thong-bao-trieu-tap-thi-sinh-tham-du-vong-2-phong-...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoewuT-vlJ7VvkWvGr7pmPYQSdGbP8wjR1Ovy20GQ7u3MC2oDHT1fWPnk&s', 'width': '600', 'height': '72'}]","[{'area': 'News', 'copyright': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:type': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'geo.region': 'VN-HN', 'document-distribution': 'Global', 'author': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:title': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'rating': 'All', 'language': 'Vietnamese,English', 'source': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'distribution': 'Global', 'placename': 'vietnam', 'classification': 'Vietnam', 'geo.position': '21.030624;105.782431', 'og:description': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'icbm': '21.030624, 105.782431', 'viewport': 'width=device-width, initial-scale=1', 'resource-type': 'Document', 'document-rating': 'General', 'og:url': 'https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/thong-bao-trieu-tap-thi-sinh-tham-du-vong-2-phong-van-ky-tuyen-dung-vien-chuc-tai-cac-%C4%91on-vi-chuyen-mon-giup-viec-chu-tich-vien-23811-414.html', 'geo.placename': 'Ha Noi, Viet Nam', 'email': 'nguyenhoan@cic.vast.vn'}]",[{'src': 'https://vast.gov.vn/documents/20182/21214/MonMay17090709ICT2021_WedMar20110132GMT%2B07002019_Banner_VAST.jpg/211427af-fd2e-45ca-ae5f-53397f4a4d62?t=1621217229929'}]
2,customsearch#result,Khai mạc kỳ tuyển dụng viên chức tại các đơn vị chuyên môn giúp ...,Khai mạc kỳ <b>tuyển dụng</b> viên chức tại các đơn vị chuyên môn giúp ...,https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/khai-mac-ky-tuyen-dung-vien-chuc-tai-cac-%C4%91on-vi-chuyen-mon-giup-viec-chu-tich-vien-va-khoi-van-phong-dan-%C4%91ang-93848-403.html,vast.gov.vn,"Aug 4, 2023 ... ... tuyển dụng viên chức năm 2023. Toàn cảnh buổi lễ. PGS.TS. Trần ... 2024. 12/07/2024. Hội nghị toàn quốc quán triệt Quy định số 144-QĐ/TW ...","Aug 4, 2023 <b>...</b> ... <b>tuyển dụng</b> viên chức năm 2023. Toàn cảnh buổi lễ. PGS.TS. Trần ... <b>2024</b>. 12/07/<b>2024</b>. Hội nghị toàn quốc quán triệt Quy định số 144-QĐ/TW&nbsp;...",https://vast.gov.vn/.../khai-mac-ky-tuyen-dung-vien-chuc-tai-cac-đon-vi-ch...,https://vast.gov.vn/.../khai-mac-ky-tuyen-dung-vien-chuc-tai-cac-đon-vi-ch...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjb9Iq90ZY-VNzJmV8iSHBxeMFrMsXveFSektLtPH2VthzHIxGMoJgdtY&s', 'width': '275', 'height': '183'}]","[{'area': 'News', 'copyright': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:type': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'geo.region': 'VN-HN', 'document-distribution': 'Global', 'author': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:title': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'rating': 'All', 'language': 'Vietnamese,English', 'source': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'distribution': 'Global', 'placename': 'vietnam', 'classification': 'Vietnam', 'geo.position': '21.030624;105.782431', 'og:description': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'icbm': '21.030624, 105.782431', 'viewport': 'width=device-width, initial-scale=1', 'resource-type': 'Document', 'document-rating': 'General', 'og:url': 'https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/khai-mac-ky-tuyen-dung-vien-chuc-tai-cac-%C4%91on-vi-chuyen-mon-giup-viec-chu-tich-vien-va-khoi-van-phong-dan-%C4%91ang-93848-403.html', 'geo.placename': 'Ha Noi, Viet Nam', 'email': 'nguyenhoan@cic.vast.vn'}]",[{'src': 'https://vast.gov.vn/documents/20182/10220903/tuyendung.1.JPG/7d8ec0f7-7c5d-4ae8-8239-447d697d287e?t=1690873329839'}]
3,customsearch#result,Thông báo Kết quả tuyển dụng và hoàn thiện hồ sơ tuyển dụng viên ...,Thông báo Kết quả <b>tuyển dụng</b> và hoàn thiện hồ sơ <b>tuyển dụng</b> viên ...,https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/thong-bao-ket-qua-tuyen-dung-va-hoan-thien-ho-so-tuyen-dung-vien-chuc-lam-viec-tai-cac-%C4%91on-vi-chuyen-mon-giup-viec-cho-chu-tich-vien-va-khoi-van-phong-dan-%C4%91ang-97805-414.html,vast.gov.vn,"Thực hiện Nghị định số 115/2020/NĐ-CP ngày 25/9/2020 của Chính phủ quy định về tuyển dụng, sử dụng và quản lý viên chức; Thông tư số 06/2020/TT-BNV ngày ...","Thực hiện Nghị định số 115/2020/NĐ-CP ngày 25/9/2020 của Chính phủ quy định về <b>tuyển dụng</b>, sử dụng và quản lý viên chức; Thông tư số 06/2020/TT-BNV ngày&nbsp;...",https://vast.gov.vn/.../thong-bao-ket-qua-tuyen-dung-va-hoan-thien-ho-so-t...,https://vast.gov.vn/.../thong-bao-ket-qua-tuyen-dung-va-hoan-thien-ho-so-t...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTu_PMeEhE4GddQnos6YBMIEcYv0RPQ0nH8UZRoDDqtsTQLhF7QgUgHVx0&s', 'width': '600', 'height': '72'}]","[{'area': 'News', 'copyright': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:type': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'geo.region': 'VN-HN', 'document-distribution': 'Global', 'author': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:title': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'rating': 'All', 'language': 'Vietnamese,English', 'source': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'distribution': 'Global', 'placename': 'vietnam', 'classification': 'Vietnam', 'geo.position': '21.030624;105.782431', 'og:description': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'icbm': '21.030624, 105.782431', 'viewport': 'width=device-width, initial-scale=1', 'resource-type': 'Document', 'document-rating': 'General', 'og:url': 'https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/thong-bao-ket-qua-tuyen-dung-va-hoan-thien-ho-so-tuyen-dung-vien-chuc-lam-viec-tai-cac-%C4%91on-vi-chuyen-mon-giup-viec-cho-chu-tich-vien-va-khoi-van-phong-dan-%C4%91ang-97805-414.html', 'geo.placename': 'Ha Noi, Viet Nam', 'email': 'nguyenhoan@cic.vast.vn'}]",[{'src': 'https://vast.gov.vn/documents/20182/21214/FriJul19193822ICT2024_MainLogo_BW.jpg/e6d8c75f-3e8d-408b-90fe-4aa6b476cb6a?t=1721392702089'}]
4,customsearch#result,Thông báo,Thông báo,https://vast.gov.vn/thong-bao,vast.gov.vn,... tuyển chọn và tài trợ tối đa 02 Nhiệm vụ hợp tác quốc tế cấp Viện Hàn ... dụng thuộc Bộ Y tế Anh. 11/06/2024. Đại sứ quán Anh xin trân trọng giới thiệu ...,... <b>tuyển</b> chọn và tài trợ tối đa 02 Nhiệm vụ hợp tác quốc tế cấp Viện Hàn ... <b>dụng</b> thuộc Bộ Y tế Anh. 11/06/<b>2024</b>. Đại sứ quán Anh xin trân trọng giới thiệu&nbsp;...,https://vast.gov.vn/thong-bao,https://vast.gov.vn/thong-bao,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRq7n8HVDVqFZHvSyfBGrEy-hcexkr4dc7ErbKXmsA56V7fXDbLCYEKyyu2&s', 'width': '299', 'height': '168'}]","[{'area': 'News', 'copyright': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'geo.region': 'VN-HN', 'document-distribution': 'Global', 'author': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'rating': 'All', 'language': 'Vietnamese,English', 'source': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'distribution': 'Global', 'placename': 'vietnam', 'classification': 'Vietnam', 'geo.position': '21.030624;105.782431', 'icbm': '21.030624, 105.782431', 'viewport': 'width=device-width, initial-scale=1', 'resource-type': 'Document', 'document-rating': 'General', 'geo.placename': 'Ha Noi, Viet Nam', 'email': 'nguyenhoan@cic.vast.vn'}]",[{'src': 'https://vast.gov.vn/documents/20182/12017676/19_Jul_2024_162537_GMT18_Jul_2024_072529_GMTLOGO_VAST_BW.png/19247ad7-baf0-422d-917d-9d781d284962'}]
5,customsearch#result,Tư liệu thông báo tuyển dụng viên chức năm 2023,Tư liệu thông báo <b>tuyển dụng</b> viên chức năm 2023,https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/trung-tam-thong-tin-tu-lieu-thong-bao-tuyen-dung-vien-chuc-nam-2023-77857-414.html,vast.gov.vn,2. Ưu tiên trong tuyển dụng: Thực hiện theo quy định tại Điều 6 Nghị định số 115/2020/NĐ-CP ngày 25/9/2020 ...,2. Ưu tiên trong <b>tuyển dụng</b>: Thực hiện theo quy định tại Điều 6 Nghị định số 115/2020/NĐ-CP ngày 25/9/2020&nbsp;...,https://vast.gov.vn/.../trung-tam-thong-tin-tu-lieu-thong-bao-tuyen-dung-vi...,https://vast.gov.vn/.../trung-tam-thong-tin-tu-lieu-thong-bao-tuyen-dung-vi...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTu_PMeEhE4GddQnos6YBMIEcYv0RPQ0nH8UZRoDDqtsTQLhF7QgUgHVx0&s', 'width': '600', 'height': '72'}]","[{'area': 'News', 'copyright': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:type': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'geo.region': 'VN-HN', 'document-distribution': 'Global', 'author': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:title': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'rating': 'All', 'language': 'Vietnamese,English', 'source': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'distribution': 'Global', 'placename': 'vietnam', 'classification': 'Vietnam', 'geo.position': '21.030624;105.782431', 'og:description': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'icbm': '21.030624, 105.782431', 'viewport': 'width=device-width, initial-scale=1', 'resource-type': 'Document', 'document-rating': 'General', 'og:url': 'https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/trung-tam-thong-tin-tu-lieu-thong-bao-tuyen-dung-vien-chuc-nam-2023-77857-414.html', 'geo.placename': 'Ha Noi, Viet Nam', 'email': 'nguyenhoan@cic.vast.vn'}]",[{'src': 'https://vast.gov.vn/documents/20182/21214/FriJul19193822ICT2024_MainLogo_BW.jpg/e6d8c75f-3e8d-408b-90fe-4aa6b476cb6a?t=1721392702089'}]
6,customsearch#result,Quỹ học bổng và hỗ trợ nghiên cứu khoa học do Tập đoàn ...,Quỹ học bổng và hỗ trợ nghiên cứu khoa học do Tập đoàn ...,https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/quy-hoc-bong-va-ho-tro-nghien-cuu-khoa-hoc-do-tap-%C4%91oan-novatech-tai-tro-119830-463.html,vast.gov.vn,"Jan 18, 2024 ... ... tuyển dụng nguồn nhân lực khoa học công nghệ trình độ cao, “Quỹ học ... 2024. Phát hiện mới về ADN của loài chó Dingo cổ đại. 19/07/2024.","Jan 18, 2024 <b>...</b> ... <b>tuyển dụng</b> nguồn nhân lực khoa học công nghệ trình độ cao, “Quỹ học ... <b>2024</b>. Phát hiện mới về ADN của loài chó Dingo cổ đại. 19/07/<b>2024</b>.",https://vast.gov.vn/.../quy-hoc-bong-va-ho-tro-nghien-cuu-khoa-hoc-do-ta...,https://vast.gov.vn/.../quy-hoc-bong-va-ho-tro-nghien-cuu-khoa-hoc-do-ta...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTu_PMeEhE4GddQnos6YBMIEcYv0RPQ0nH8UZRoDDqtsTQLhF7QgUgHVx0&s', 'width': '600', 'height': '72'}]","[{'area': 'News', 'copyright': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:type': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'geo.region': 'VN-HN', 'document-distribution': 'Global', 'author': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:title': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'rating': 'All', 'language': 'Vietnamese,English', 'source': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'distribution': 'Global', 'placename': 'vietnam', 'classification': 'Vietnam', 'geo.position': '21.030624;105.782431', 'og:description': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'icbm': '21.030624, 105.782431', 'viewport': 'width=device-width, initial-scale=1', 'resource-type': 'Document', 'document-rating': 'General', 'og:url': 'https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/quy-hoc-bong-va-ho-tro-nghien-cuu-khoa-hoc-do-tap-%C4%91oan-novatech-tai-tro-119830-463.html', 'geo.placename': 'Ha Noi, Viet Nam', 'email': 'nguyenhoan@cic.vast.vn'}]",[{'src': 'https://vast.gov.vn/documents/20182/21214/FriJul19193822ICT2024_MainLogo_BW.jpg/e6d8c75f-3e8d-408b-90fe-4aa6b476cb6a?t=1721392702089'}]
7,customsearch#result,Trung tâm Tin học và Tính toán – Viện Hàn lâm Khoa học và Công ...,Trung tâm Tin học và Tính toán – Viện Hàn lâm Khoa học và Công ...,https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/trung-tam-tin-hoc-va-tinh-toan-vien-han-lam-khoa-hoc-va-cong-nghe-viet-nam-thong-bao-tuyen-dung-vien-chuc-31805-414.html,vast.gov.vn,"... tuyển dụng, Ưu tiên trong tuyển dụng và Phương thức tuyển dụng. 1. Điều kiện ... 2024. 18/07/2024. Thông báo đề xuất nhiệm vụ HTQT cấp Viện Hàn lâm KHCNVN ...","... <b>tuyển dụng</b>, Ưu tiên trong <b>tuyển dụng</b> và Phương thức <b>tuyển dụng</b>. 1. Điều kiện ... <b>2024</b>. 18/07/<b>2024</b>. Thông báo đề xuất nhiệm vụ HTQT cấp Viện Hàn lâm KHCNVN&nbsp;...",https://vast.gov.vn/.../trung-tam-tin-hoc-va-tinh-toan-vien-han-lam-khoa-h...,https://vast.gov.vn/.../trung-tam-tin-hoc-va-tinh-toan-vien-han-lam-khoa-h...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoewuT-vlJ7VvkWvGr7pmPYQSdGbP8wjR1Ovy20GQ7u3MC2oDHT1fWPnk&s', 'width': '600', 'height': '72'}]","[{'area': 'News', 'copyright': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:type': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'geo.region': 'VN-HN', 'document-distribution': 'Global', 'author': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:title': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'rating': 'All', 'language': 'Vietnamese,English', 'source': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'distribution': 'Global', 'placename': 'vietnam', 'classification': 'Vietnam', 'geo.position': '21.030624;105.782431', 'og:description': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'icbm': '21.030624, 105.782431', 'viewport': 'width=device-width, initial-scale=1', 'resource-type': 'Document', 'document-rating': 'General', 'og:url': 'https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/trung-tam-tin-hoc-va-tinh-toan-vien-han-lam-khoa-hoc-va-cong-nghe-viet-nam-thong-bao-tuyen-dung-vien-chuc-31805-414.html', 'geo.placename': 'Ha Noi, Viet Nam', 'email': 'nguyenhoan@cic.vast.vn'}]",[{'src': 'https://vast.gov.vn/documents/20182/21214/MonMay17090709ICT2021_WedMar20110132GMT%2B07002019_Banner_VAST.jpg/211427af-fd2e-45ca-ae5f-53397f4a4d62?t=1621217229929'}]
8,customsearch#result,Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam,Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam,https://vast.gov.vn/hoat-dong-dao-tao,vast.gov.vn,Trường Đại học Khoa học và Công nghệ Hà Nội (USTH) chính thức công bố điểm chuẩn trúng tuyển các chương trình đại học năm học 2023-2024 theo phương thức đăng ký ...,Trường Đại học Khoa học và Công nghệ Hà Nội (USTH) chính thức công bố điểm chuẩn trúng <b>tuyển</b> các chương trình đại học năm học 2023-<b>2024</b> theo phương thức đăng ký&nbsp;...,https://vast.gov.vn/hoat-dong-dao-tao,https://vast.gov.vn/hoat-dong-dao-tao,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiedeRvGQxBGZeboQD_wHDAH3vKn8bcWFcy02mv3PvtbBv1WJDFGn6pvc&s', 'width': '279', 'height': '181'}]","[{'area': 'News', 'copyright': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'geo.region': 'VN-HN', 'document-distribution': 'Global', 'author': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'rating': 'All', 'language': 'Vietnamese,English', 'source': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'distribution': 'Global', 'placename': 'vietnam', 'classification': 'Vietnam', 'geo.position': '21.030624;105.782431', 'icbm': '21.030624, 105.782431', 'viewport': 'width=device-width, initial-scale=1', 'resource-type': 'Document', 'document-rating': 'General', 'geo.placename': 'Ha Noi, Viet Nam', 'email': 'nguyenhoan@cic.vast.vn'}]",[{'src': 'https://vast.gov.vn/documents/20182/11777104/27_May_2024_042242_GMTusth.8.jpg/a2b88db1-bfc5-4372-9ac5-67072d9de1bb'}]
9,customsearch#result,Thông báo về việc tuyển dụng viên chức tại Trung tâm Tin học và ...,Thông báo về việc <b>tuyển dụng</b> viên chức tại Trung tâm Tin học và ...,https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/thong-bao-ve-viec-tuyen-dung-vien-chuc-tai-trung-tam-tin-hoc-va-tinh-toan-nam-2023-107801-414.html,vast.gov.vn,2. Ưu tiên trong tuyển dụng: Thực hiện theo quy định tại Điều 6 Nghị định số 115/2020/NĐ-CP ngày 25/9/2020 ...,2. Ưu tiên trong <b>tuyển dụng</b>: Thực hiện theo quy định tại Điều 6 Nghị định số 115/2020/NĐ-CP ngày 25/9/2020&nbsp;...,https://vast.gov.vn/.../thong-bao-ve-viec-tuyen-dung-vien-chuc-tai-trung-ta...,https://vast.gov.vn/.../thong-bao-ve-viec-tuyen-dung-vien-chuc-tai-trung-ta...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTu_PMeEhE4GddQnos6YBMIEcYv0RPQ0nH8UZRoDDqtsTQLhF7QgUgHVx0&s', 'width': '600', 'height': '72'}]","[{'area': 'News', 'copyright': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:type': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'geo.region': 'VN-HN', 'document-distribution': 'Global', 'author': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'og:title': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'rating': 'All', 'language': 'Vietnamese,English', 'source': 'Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'distribution': 'Global', 'placename': 'vietnam', 'classification': 'Vietnam', 'geo.position': '21.030624;105.782431', 'og:description': 'Cổng TTĐT Viện Hàn lâm Khoa học và Công nghệ Việt Nam', 'icbm': '21.030624, 105.782431', 'viewport': 'width=device-width, initial-scale=1', 'resource-type': 'Document', 'document-rating': 'General', 'og:url': 'https://vast.gov.vn/tin-chi-tiet/-/chi-tiet/thong-bao-ve-viec-tuyen-dung-vien-chuc-tai-trung-tam-tin-hoc-va-tinh-toan-nam-2023-107801-414.html', 'geo.placename': 'Ha Noi, Viet Nam', 'email': 'nguyenhoan@cic.vast.vn'}]",[{'src': 'https://vast.gov.vn/documents/20182/21214/FriJul19193822ICT2024_MainLogo_BW.jpg/e6d8c75f-3e8d-408b-90fe-4aa6b476cb6a?t=1721392702089'}]
