,kind,title,htmlTitle,link,displayLink,snippet,htmlSnippet,formattedUrl,htmlFormattedUrl,pagemap.metatags,pagemap.cse_thumbnail,pagemap.cse_image
0,customsearch#result,thông báo,thông báo,https://monre.gov.vn/Portal/Pages/DanhSachThongBao.aspx,monre.gov.vn,"... dụng chất được kiểm soát (đợt 5) (07/22/2024). Bản tin thông báo, dự báo và cảnh báo tài nguyên nước tháng 7 năm 2024 ... tuyển nhiệm vụ khoa học và công nghệ ...","... <b>dụng</b> chất được kiểm soát (đợt 5) (07/22/<b>2024</b>). Bản tin thông báo, dự báo và cảnh báo tài nguyên nước tháng 7 năm <b>2024</b> ... <b>tuyển</b> nhiệm vụ khoa học và công nghệ&nbsp;...",https://monre.gov.vn/Portal/Pages/DanhSachThongBao.aspx,https://monre.gov.vn/Portal/Pages/DanhSachThongBao.aspx,"[{'viewport': 'width=device-width, initial-scale=1.0'}]",,
1,customsearch#result,BanTin - CỤC VIỄN THÁM QUỐC GIA,BanTin - CỤC VIỄN THÁM QUỐC GIA,http://rsc.monre.gov.vn/SitePages/BanTin.aspx?item=1019,rsc.monre.gov.vn,Thông báo Tuyển dụng viên chức năm 2024 của Đài Viễn thám Trung ương. 24/05/2024. Nguồn tin: Cục Viễn thám quốc gia. Bản tin liên quan. Hội nghị toàn quốc ...,Thông báo <b>Tuyển dụng</b> viên chức năm <b>2024</b> của Đài Viễn thám Trung ương. 24/05/<b>2024</b>. Nguồn tin: Cục Viễn thám quốc gia. Bản tin liên quan. Hội nghị toàn quốc&nbsp;...,http://rsc.monre.gov.vn/SitePages/BanTin.aspx?item=1019,http://rsc.monre.gov.vn/SitePages/BanTin.aspx?item=1019,"[{'msapplication-tilecolor': '#0072C6', 'collaborationserver': 'SharePoint Team Web Site', 'msapplication-tileimage': '/_layouts/15/images/SharePointMetroAppTile.png'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQG6HpW6KYtZu60P0Fem2ygXLoI13e9E60NXhSMakY1cU0nLS5j8Hye1w&s', 'width': '215', 'height': '87'}]",[{'src': 'http://rsc.gov.vn/HeThong/Lists/LienKet/Attachments/4/GopYVanBanPhapLuat_Right.jpg'}]
2,customsearch#result,BanTin - CỤC VIỄN THÁM QUỐC GIA,BanTin - CỤC VIỄN THÁM QUỐC GIA,http://rsc.monre.gov.vn/SitePages/BanTin.aspx?item=1024,rsc.monre.gov.vn,Thông báo Triệu tập thí sinh đủ điều kiện tham dự phỏng vấn vòng 2 kỳ tuyển dụng viên chức năm 2024 của Trung tâm Thông tin và Dữ liệu viễn thám. 30/05/2024.,Thông báo Triệu tập thí sinh đủ điều kiện tham dự phỏng vấn vòng 2 kỳ <b>tuyển dụng</b> viên chức năm <b>2024</b> của Trung tâm Thông tin và Dữ liệu viễn thám. 30/05/<b>2024</b>.,http://rsc.monre.gov.vn/SitePages/BanTin.aspx?item=1024,http://rsc.monre.gov.vn/SitePages/BanTin.aspx?item=1024,"[{'msapplication-tilecolor': '#0072C6', 'collaborationserver': 'SharePoint Team Web Site', 'msapplication-tileimage': '/_layouts/15/images/SharePointMetroAppTile.png'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMmeKlOQqFTp7Eyx8m2Xe3z-4CX76EeIlBv0CEhibBv-MmnoBf2uPQ01U&s', 'width': '215', 'height': '87'}]",[{'src': 'http://rsc.gov.vn/HeThong/Lists/LienKet/Attachments/3/Cai-cach-hanh-chinh.jpg'}]
3,customsearch#result,Thông báo Kế hoạch thi tuyển công chức theo chỉ tiêu biên chế năm ...,Thông báo Kế hoạch thi <b>tuyển</b> công chức theo chỉ tiêu biên chế năm ...,https://monre.gov.vn/Portal/Pages/ThongBao.aspx?pID=593,monre.gov.vn,"... 2024 của Bộ trưởng Bộ Tài nguyên và Môi trường, Bộ Tài nguyên và Môi ... Phụ lục nhu cầu tuyển dụng · 3. Mẫu đăng ký thi tuyển. THÔNG BÁO KHÁC. Công bố ...","... <b>2024</b> của Bộ trưởng Bộ Tài nguyên và Môi trường, Bộ Tài nguyên và Môi ... Phụ lục nhu cầu <b>tuyển dụng</b> &middot; 3. Mẫu đăng ký thi tuyển. THÔNG BÁO KHÁC. Công bố&nbsp;...",https://monre.gov.vn/Portal/Pages/ThongBao.aspx?pID=593,https://monre.gov.vn/Portal/Pages/ThongBao.aspx?pID=593,"[{'viewport': 'width=device-width, initial-scale=1.0'}]",,
4,customsearch#result,Tập trung hoàn thiện kế hoạch tuyển dụng năm 2023 của Bộ TN&MT,Tập trung hoàn thiện kế hoạch <b>tuyển dụng</b> năm 2023 của Bộ TN&amp;MT,https://www.monre.gov.vn/Pages/tap-trung-hoan-thien-ke-hoach-tuyen-dung-nam-2023-cua-bo-tn&mt.aspx,www.monre.gov.vn,"Oct 5, 2023 ... ... dụng nên gộp làm 2 hình thức là thi tuyển và không thi tuyển. ... tuyển (24/06/2024) · Bản tin thông báo, dự báo và cảnh báo tài nguyên ...","Oct 5, 2023 <b>...</b> ... <b>dụng</b> nên gộp làm 2 hình thức là thi <b>tuyển</b> và không thi <b>tuyển</b>. ... <b>tuyển</b> (24/06/<b>2024</b>) &middot; Bản tin thông báo, dự báo và cảnh báo tài nguyên&nbsp;...",https://www.monre.gov.vn/.../tap-trung-hoan-thien-ke-hoach-tuyen-dung-n...,https://www.monre.gov.vn/.../tap-trung-hoan-thien-ke-hoach-tuyen-dung-n...,"[{'viewport': 'width=device-width, initial-scale=1.0'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTD3mT8ewgVxtEq2UzUMmEQewU0j3sghwbazq3dpCyoCEcwob4MspkiGA8&s', 'width': '266', 'height': '189'}]",[{'src': 'https://btnmt.1cdn.vn/2023/10/05/img_1373_1.jpg'}]
5,customsearch#result,BanTin - CỤC VIỄN THÁM QUỐC GIA,BanTin - CỤC VIỄN THÁM QUỐC GIA,http://rsc.monre.gov.vn/SitePages/BanTin.aspx?item=433,rsc.monre.gov.vn,"May 21, 2021 ... Thông báo Tuyển dụng viên chức năm 2021 của Trung tâm Triển khai ... Thông báo Tuyển dụng viên chức năm 2024 của Đài Viễn thám Trung ương.","May 21, 2021 <b>...</b> Thông báo <b>Tuyển dụng</b> viên chức năm 2021 của Trung tâm Triển khai ... Thông báo <b>Tuyển dụng</b> viên chức năm <b>2024</b> của Đài Viễn thám Trung ương.",http://rsc.monre.gov.vn/SitePages/BanTin.aspx?item=433,http://rsc.monre.gov.vn/SitePages/BanTin.aspx?item=433,"[{'msapplication-tilecolor': '#0072C6', 'collaborationserver': 'SharePoint Team Web Site', 'msapplication-tileimage': '/_layouts/15/images/SharePointMetroAppTile.png'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTefNrIDdWi15yNa8G0HFORNl88C7NibwD4Kua5X-wXm4n6t7_qhANnUYqW&s', 'width': '189', 'height': '267'}]",[{'src': 'http://rsc.gov.vn/TiengViet/Lists/ThuVien/Attachments/289/0001.jpg'}]
6,customsearch#result,"Phê duyệt nội dung thực hiện Dự án ""Tăng cường trí thức trẻ tình ...",Phê duyệt nội dung thực hiện Dự án &quot;Tăng cường trí thức trẻ tình ...,https://monre.gov.vn/Pages/phe-duyet-noi-dung-thuc-hien-du-an-tang-cuong-tri-thuc-tre-tinh-nguyen-den-cong-tac-tai-cac-khu-kinh-te---quoc-phong-den-het-nam-2030.aspx,monre.gov.vn,Quyết định quy định 2.500 chỉ tiêu tuyển dụng; thực hiện trong 5 đợt (thời ... 2024 về chuyển đổi số quốc gia và Đề án 06 của Chính phủ. 10/07/2024. Hai ...,Quyết định quy định 2.500 chỉ tiêu <b>tuyển dụng</b>; thực hiện trong 5 đợt (thời ... <b>2024</b> về chuyển đổi số quốc gia và Đề án 06 của Chính phủ. 10/07/<b>2024</b>. Hai&nbsp;...,https://monre.gov.vn/.../phe-duyet-noi-dung-thuc-hien-du-an-tang-cuong-t...,https://monre.gov.vn/.../phe-duyet-noi-dung-thuc-hien-du-an-tang-cuong-t...,"[{'viewport': 'width=device-width, initial-scale=1.0'}]",,
7,customsearch#result,TinTuc - CỤC VIỄN THÁM QUỐC GIA,TinTuc - CỤC VIỄN THÁM QUỐC GIA,http://rsc.monre.gov.vn/SitePages/TinTuc.aspx?item=3,rsc.monre.gov.vn,"... tuyển dụng viên chức năm 2024 của Trung tâm Thông tin và Dữ liệu viễn thám · Đọc thêm · Hưởng ứng Ngày Thế giới không thuốc lá 31/5, Tuần lễ Quốc gia không ...","... <b>tuyển dụng</b> viên chức năm <b>2024</b> của Trung tâm Thông tin và Dữ liệu viễn thám &middot; Đọc thêm &middot; Hưởng ứng Ngày Thế giới không thuốc lá 31/5, Tuần lễ Quốc gia không&nbsp;...",http://rsc.monre.gov.vn/SitePages/TinTuc.aspx?item=3,http://rsc.monre.gov.vn/SitePages/TinTuc.aspx?item=3,"[{'msapplication-tilecolor': '#0072C6', 'collaborationserver': 'SharePoint Team Web Site', 'msapplication-tileimage': '/_layouts/15/images/SharePointMetroAppTile.png'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQG6HpW6KYtZu60P0Fem2ygXLoI13e9E60NXhSMakY1cU0nLS5j8Hye1w&s', 'width': '215', 'height': '87'}]",[{'src': 'http://rsc.gov.vn/HeThong/Lists/LienKet/Attachments/4/GopYVanBanPhapLuat_Right.jpg'}]
8,customsearch#result,Untitled,Untitled,https://monre.gov.vn/Portal/Pages/ThongBao.aspx?pID=558,monre.gov.vn,"Thông báo tuyển chọn tổ chức, cá nhân chủ trì thực hiện nhiệm vụ khoa học và công nghệ cấp Bộ mở mới năm 2024 lĩnh vực Môi trường.","Thông báo <b>tuyển</b> chọn tổ chức, cá nhân chủ trì thực hiện nhiệm vụ khoa học và công nghệ cấp Bộ mở mới năm <b>2024</b> lĩnh vực Môi trường.",https://monre.gov.vn/Portal/Pages/ThongBao.aspx?pID=558,https://monre.gov.vn/Portal/Pages/ThongBao.aspx?pID=558,"[{'viewport': 'width=device-width, initial-scale=1.0'}]",,
9,customsearch#result,CỤC VIỄN THÁM QUỐC GIA - TrangChu,CỤC VIỄN THÁM QUỐC GIA - TrangChu,http://rsc.monre.gov.vn/,rsc.monre.gov.vn,... tuyển dụng viên chức năm 2024 của Trung tâm Thông tin và Dữ liệu viễn thám · Thông báo Tuyển dụng viên chức năm 2024 của Đài Viễn thám Trung ương · Hội nghị ...,... <b>tuyển dụng</b> viên chức năm <b>2024</b> của Trung tâm Thông tin và Dữ liệu viễn thám &middot; Thông báo <b>Tuyển dụng</b> viên chức năm <b>2024</b> của Đài Viễn thám Trung ương &middot; Hội nghị&nbsp;...,http://rsc.monre.gov.vn/,http://rsc.monre.gov.vn/,"[{'msapplication-tilecolor': '#0072C6', 'collaborationserver': 'SharePoint Team Web Site', 'msapplication-tileimage': '/_layouts/15/images/SharePointMetroAppTile.png'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2JXrc8w3nLMVsCqn5q_e0I3nDg8NxPhRxg9eqHxEF5rziQYr6g9qegX5l&s', 'width': '275', 'height': '183'}]",[{'src': 'http://rsc.gov.vn/TiengViet/Lists/BaiViet/Attachments/393/a%20Khanh.jpg'}]
