,kind,title,htmlTitle,link,displayLink,snippet,htmlSnippet,formattedUrl,htmlFormattedUrl,pagemap.cse_thumbnail,pagemap.metatags,pagemap.cse_image
0,customsearch#result,Hoạt động hệ thống Bảo Hiểm Xã Hội,Hoạt động hệ thống Bảo Hiểm Xã Hội,https://baohiemxahoi.gov.vn/tintuc/Pages/hoat-dong-he-thong-bao-hiem-xa-hoi.aspx?ItemID=22293&CateID=52,baohiemxahoi.gov.vn,"Jan 14, 2024 ... BHXH Việt Nam vừa ban hành Thông báo số 69/TB-BHXH ngày 12/01/2024 về việc tuyển dụng viên chức vào làm việc tại các đơn vị trực thuộc BHXH ...","Jan 14, 2024 <b>...</b> BHXH Việt Nam vừa ban hành Thông báo số 69/TB-BHXH ngày 12/01/<b>2024</b> về việc <b>tuyển dụng</b> viên chức vào làm việc tại các đơn vị trực thuộc BHXH&nbsp;...",https://baohiemxahoi.gov.vn/.../hoat-dong-he-thong-bao-hiem-xa-hoi.aspx...,https://baohiemxahoi.gov.vn/.../hoat-dong-he-thong-bao-hiem-xa-hoi.aspx...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSz5Lwc-vvtsE6rQl0-1BCZ1gTdTUwDVdmZhiGJ42QP04WLDpk-uuTaVOCv&s', 'width': '305', 'height': '165'}]","[{'og:image': 'https://baohiemxahoi.gov.vn:4545/pic/default/logobaiviet.png', 'fb:app_id': '518754851614460', 'og:type': 'website', 'og:site_name': 'baohiemxahoi.gov.vn', 'viewport': 'width=device-width, user-scalable=no, initial-scale=1.0, maximum-scale=1.0, minimum-scale=1.0', 'og:title': 'Thông báo tuyển dụng viên chức vào làm việc tại các đơn vị trực thuộc Bảo hiểm xã hội Việt Nam', 'og:locale': 'vi_VN', 'title': 'Thông báo tuyển dụng viên chức vào làm việc tại các đơn vị trực thuộc Bảo hiểm xã hội Việt Nam', 'og:url': 'https://baohiemxahoi.gov.vn/tintuc/Pages/hoat-dong-he-thong-bao-hiem-xa-hoi.aspx?ItemID=22293&CateID=52', 'og:description': 'BHXH Việt Nam vừa ban hành Thông báo số 69/TB-BHXH ngày 12/01/2024 về việc tuyển dụng viên chức vào làm việc tại các đơn vị trực thuộc BHXH Việt Nam tổ chức thi tại khu vực miền Nam năm 2024.', 'og:image:secure_url': 'https://baohiemxahoi.gov.vn:4545/pic/default/logobaiviet.png'}]",[{'src': 'https://baohiemxahoi.gov.vn:4545/pic/default/logobaiviet.png'}]
1,customsearch#result,Tuyển dụng năm 2024,<b>Tuyển dụng</b> năm <b>2024</b>,https://camau.baohiemxahoi.gov.vn/tintuc/Pages/tuyen-dung-2024.aspx,camau.baohiemxahoi.gov.vn,Thông báo công bố danh mục tài liệu ôn tập vấn đáp (vòng 2) kỳ tuyển dụng viên chức vào làm việc tại các đơn vị trực thuộc BHXH Việt Nam năm 2024.,Thông báo công bố danh mục tài liệu ôn tập vấn đáp (vòng 2) kỳ <b>tuyển dụng</b> viên chức vào làm việc tại các đơn vị trực thuộc BHXH Việt Nam năm <b>2024</b>.,https://camau.baohiemxahoi.gov.vn/tintuc/Pages/tuyen-dung-2024.aspx,https://camau.baohiemxahoi.gov.vn/tintuc/Pages/tuyen-dung-<b>2024</b>.aspx,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRXjpXH_-DSr-yBs7yU7d9EBnbldHFHr5SRIbAzB_--K_y0oC_vqjc8A&s', 'width': '220', 'height': '100'}]","[{'fb:app_id': '518754851614460', 'og:type': 'website', 'og:site_name': 'baohiemxahoi.gov.vn', 'viewport': 'width=device-width, user-scalable=no, initial-scale=1.0, maximum-scale=1.0, minimum-scale=1.0', 'og:title': 'Cổng thông tin điện tử bảo hiểm xã hội tỉnh Cà Mau', 'og:locale': 'vi_VN'}]",[{'src': 'https://tinnhiemmang.vn/handle_cert?id=camau.baohiemxahoi.gov.vn'}]
2,customsearch#result,Thông báo: Kết quả vòng 1 kiểm tra Phiếu đăng ký dự tuyển và tổ ...,Thông báo: Kết quả vòng 1 kiểm tra Phiếu đăng ký dự <b>tuyển</b> và tổ ...,https://baohiemxahoi.gov.vn/tintuc/Pages/hoat-dong-he-thong-bao-hiem-xa-hoi.aspx?ItemID=22613&CateID=52,baohiemxahoi.gov.vn,"Mar 12, 2024 ... ... tuyển dụng viên chức vào làm việc tại các đơn vị trực thuộc BHXH Việt Nam tổ chức thi tại khu vực miền Nam năm 2024. Theo đó, Hội đồng tuyển ...","Mar 12, 2024 <b>...</b> ... <b>tuyển dụng</b> viên chức vào làm việc tại các đơn vị trực thuộc BHXH Việt Nam tổ chức thi tại khu vực miền Nam năm <b>2024</b>. Theo đó, Hội đồng tuyển&nbsp;...",https://baohiemxahoi.gov.vn/.../hoat-dong-he-thong-bao-hiem-xa-hoi.aspx...,https://baohiemxahoi.gov.vn/.../hoat-dong-he-thong-bao-hiem-xa-hoi.aspx...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSz5Lwc-vvtsE6rQl0-1BCZ1gTdTUwDVdmZhiGJ42QP04WLDpk-uuTaVOCv&s', 'width': '305', 'height': '165'}]","[{'og:image': 'https://baohiemxahoi.gov.vn:4545/pic/default/logobaiviet.png', 'fb:app_id': '518754851614460', 'og:type': 'website', 'og:site_name': 'baohiemxahoi.gov.vn', 'viewport': 'width=device-width, user-scalable=no, initial-scale=1.0, maximum-scale=1.0, minimum-scale=1.0', 'og:title': 'Thông báo: Kết quả vòng 1 kiểm tra Phiếu đăng ký dự tuyển và tổ chức vòng 2 kỳ tuyển dụng viên chức vào làm việc tại các đơn vị trực thuộc BHXH Việt Nam tổ chức thi tại khu vực miền Nam năm 2024', 'og:locale': 'vi_VN', 'title': 'Thông báo: Kết quả vòng 1 kiểm tra Phiếu đăng ký dự tuyển và tổ chức vòng 2 kỳ tuyển dụng viên chức vào làm việc tại các đơn vị trực thuộc BHXH Việt Nam tổ chức thi tại khu vực miền Nam năm 2024', 'og:url': 'https://baohiemxahoi.gov.vn/tintuc/Pages/hoat-dong-he-thong-bao-hiem-xa-hoi.aspx?ItemID=22613&CateID=52', 'og:description': 'Ngày 11/3/2024, BHXH Việt Nam đã ban hành Thông báo số 611/TB-HĐTD kết quả vòng 1 kiểm tra Phiếu đăng ký dự tuyển và tổ chức vòng 2 kỳ tuyển dụng viên chức vào làm việc tại các đơn vị trực thuộc BHXH Việt Nam tổ chức thi tại khu vực miền Nam năm 2024.', 'og:image:secure_url': 'https://baohiemxahoi.gov.vn:4545/pic/default/logobaiviet.png'}]",[{'src': 'https://baohiemxahoi.gov.vn:4545/pic/default/logobaiviet.png'}]
3,customsearch#result,THÔNG BÁO: Tuyển dụng viên chức vào làm việc tại các đơn vị trực ...,THÔNG BÁO: <b>Tuyển dụng</b> viên chức vào làm việc tại các đơn vị trực ...,https://tphcm.baohiemxahoi.gov.vn/Pages/thong-bao-moi.aspx?CateID=230&ItemID=14812&OtItem=date,tphcm.baohiemxahoi.gov.vn,"Jan 14, 2024 ... ... 2024 về việc tuyển dụng viên chức vào làm việc tại các đơn vị trực thuộc BHXH TPHCM năm 2024. Theo đó, BHXH TPHCM thông báo tổ chức tuyển dụng ...","Jan 14, 2024 <b>...</b> ... <b>2024</b> về việc <b>tuyển dụng</b> viên chức vào làm việc tại các đơn vị trực thuộc BHXH TPHCM năm <b>2024</b>. Theo đó, BHXH TPHCM thông báo tổ chức <b>tuyển dụng</b>&nbsp;...",https://tphcm.baohiemxahoi.gov.vn/Pages/thong-bao-moi.aspx?...,https://tphcm.baohiemxahoi.gov.vn/Pages/thong-bao-moi.aspx?...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvohoKLSZClXGH-DCko1oTEELvB0yhVPLuSyoB8nUsuDQjVtDx5BORhQ&s', 'width': '220', 'height': '100'}]","[{'fb:app_id': '518754851614460', 'og:type': 'website', 'og:site_name': 'baohiemxahoi.gov.vn', 'viewport': 'width=device-width, user-scalable=no, initial-scale=1.0, maximum-scale=1.0, minimum-scale=1.0', 'og:title': 'Cổng bảo hiểm xã hội Thành phố Hồ Chí Minh', 'og:locale': 'vi_VN'}]",[{'src': 'https://tinnhiemmang.vn/handle_cert?id=tphcm.baohiemxahoi.gov.vn'}]
4,customsearch#result,4261/TB-HĐTD Thông báo kết quả trúng tuyển viên chức với người ...,4261/TB-HĐTD Thông báo kết quả trúng <b>tuyển</b> viên chức với người ...,https://baohiemxahoi.gov.vn/vanban/Pages/default.aspx?ItemID=4499,baohiemxahoi.gov.vn,... 2024 (16/07/2024) · QĐ v/v công nhận kết quả kỳ tiếp nhận vào làm viên ... V/v hủy bỏ QĐ tuyển dụng viên chức đối với thí sinh trúng tuyển vào làm việc ...,... <b>2024</b> (16/07/<b>2024</b>) &middot; QĐ v/v công nhận kết quả kỳ tiếp nhận vào làm viên ... V/v hủy bỏ QĐ <b>tuyển dụng</b> viên chức đối với thí sinh trúng tuyển vào làm việc&nbsp;...,https://baohiemxahoi.gov.vn/vanban/Pages/default.aspx?ItemID=4499,https://baohiemxahoi.gov.vn/vanban/Pages/default.aspx?ItemID=4499,,"[{'fb:app_id': '518754851614460', 'og:type': 'website', 'og:site_name': 'baohiemxahoi.gov.vn', 'viewport': 'width=device-width, user-scalable=no, initial-scale=1.0, maximum-scale=1.0, minimum-scale=1.0', 'og:locale': 'vi_VN'}]",
5,customsearch#result,Bảo hiểm xã hội tỉnh Bạc Liêu: Thông báo tuyển dụng,Bảo hiểm xã hội tỉnh Bạc Liêu: Thông báo <b>tuyển dụng</b>,https://baclieu.baohiemxahoi.gov.vn/tintuc/Pages/bao-hiem-xa-hoi.aspx?CateID=0&ItemID=6604,baclieu.baohiemxahoi.gov.vn,"Jan 17, 2024 ... Bảo hiểm xã hội (BHXH) tỉnh Bạc Liêu vừa ban hành Thông báo số 50/TB-BHXH ngày 12/01/2024 về việc tuyển dụng viên chức vào làm việc tại các ...","Jan 17, 2024 <b>...</b> Bảo hiểm xã hội (BHXH) tỉnh Bạc Liêu vừa ban hành Thông báo số 50/TB-BHXH ngày 12/01/<b>2024</b> về việc <b>tuyển dụng</b> viên chức vào làm việc tại các&nbsp;...",https://baclieu.baohiemxahoi.gov.vn/tintuc/.../bao-hiem-xa-hoi.aspx?...0...,https://baclieu.baohiemxahoi.gov.vn/tintuc/.../bao-hiem-xa-hoi.aspx?...0...,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9DXCdBUOWH_JxWpHzoqIc7_AGYJAGl7w6s1TczONFxScudrpubswtqnw&s', 'width': '220', 'height': '100'}]","[{'fb:app_id': '518754851614460', 'og:type': 'website', 'og:site_name': 'baohiemxahoi.gov.vn', 'viewport': 'width=device-width, user-scalable=no, initial-scale=1.0, maximum-scale=1.0, minimum-scale=1.0', 'og:title': 'Cổng thông tin điện tử bảo hiểm xã hội tỉnh Bạc Liêu', 'og:locale': 'vi_VN'}]",[{'src': 'https://tinnhiemmang.vn/handle_cert?id=baclieu.baohiemxahoi.gov.vn'}]
6,customsearch#result,Untitled,Untitled,https://travinh.baohiemxahoi.gov.vn/UserControls/Publishing/News/BinhLuan/pFormPrint.aspx?UrlListProcess=/content/tintuc/Lists/News&ItemID=7722&IsTA=False,travinh.baohiemxahoi.gov.vn,... 2024. 14/01/2024. BHXH Việt Nam tổ chức tuyển dụng viên chức vào làm việc tại BHXH tỉnh Trà Vinh theo chỉ tiêu năm 2024 với 10 chỉ tiêu trình độ đại học ...,... <b>2024</b>. 14/01/<b>2024</b>. BHXH Việt Nam tổ chức <b>tuyển dụng</b> viên chức vào làm việc tại BHXH tỉnh Trà Vinh theo chỉ tiêu năm <b>2024</b> với 10 chỉ tiêu trình độ đại học&nbsp;...,https://travinh.baohiemxahoi.gov.vn/.../News/.../pFormPrint.aspx?...,https://travinh.baohiemxahoi.gov.vn/.../News/.../pFormPrint.aspx?...,,,
7,customsearch#result,Thông báo,Thông báo,https://tayninh.baohiemxahoi.gov.vn/Pages/thong-bao.aspx?ItemID=1243&CateID=0,tayninh.baohiemxahoi.gov.vn,Bảo hiểm xã hội (BHXH) tỉnh Tây Ninh vừa ban hành Thông báo số 110/TB-BHXH ngày 12/01/2024 về việc tuyển dụng viên chức vào làm việc tại các đơn vị trực ...,Bảo hiểm xã hội (BHXH) tỉnh Tây Ninh vừa ban hành Thông báo số 110/TB-BHXH ngày 12/01/<b>2024</b> về việc <b>tuyển dụng</b> viên chức vào làm việc tại các đơn vị trực&nbsp;...,https://tayninh.baohiemxahoi.gov.vn/Pages/thong-bao.aspx?ItemID...0,https://tayninh.baohiemxahoi.gov.vn/Pages/thong-bao.aspx?ItemID...0,"[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXx5rnGMwrxiNvxS_acdYkUHyito26opXPnKLhQto24oP93clbsUHVn_Q&s', 'width': '220', 'height': '100'}]","[{'fb:app_id': '518754851614460', 'og:type': 'website', 'og:site_name': 'baohiemxahoi.gov.vn', 'viewport': 'width=device-width, user-scalable=no, initial-scale=1.0, maximum-scale=1.0, minimum-scale=1.0', 'og:title': 'Cổng thông tin điện tử bảo hiểm xã hội tỉnh Tây Ninh', 'og:locale': 'vi_VN'}]",[{'src': 'https://tinnhiemmang.vn/handle_cert?id=tayninh.baohiemxahoi.gov.vn'}]
8,customsearch#result,Bảo hiểm xã hội tỉnh Bạc Liêu: Thông báo tuyển dụng,Bảo hiểm xã hội tỉnh Bạc Liêu: Thông báo <b>tuyển dụng</b>,https://baclieu.baohiemxahoi.gov.vn/UserControls/Publishing/News/BinhLuan/pFormPrint.aspx?UrlListProcess=/content/tintuc/Lists/News&ItemID=6604&IsTA=False,baclieu.baohiemxahoi.gov.vn,"Jan 17, 2024 ... Bảo hiểm xã hội (BHXH) tỉnh Bạc Liêu vừa ban hành Thông báo số 50/TB-BHXH ngày 12/01/2024 về việc tuyển dụng viên chức vào làm việc tại các đơn ...","Jan 17, 2024 <b>...</b> Bảo hiểm xã hội (BHXH) tỉnh Bạc Liêu vừa ban hành Thông báo số 50/TB-BHXH ngày 12/01/<b>2024</b> về việc <b>tuyển dụng</b> viên chức vào làm việc tại các đơn&nbsp;...",https://baclieu.baohiemxahoi.gov.vn/.../News/.../pFormPrint.aspx?...,https://baclieu.baohiemxahoi.gov.vn/.../News/.../pFormPrint.aspx?...,,,
9,customsearch#result,69/TB-BHXH Thông báo tuyển dụng viên chức vào làm việc tại các ...,69/TB-BHXH Thông báo <b>tuyển dụng</b> viên chức vào làm việc tại các ...,https://baohiemxahoi.gov.vn/vanban/Pages/default.aspx?ItemID=4522,baohiemxahoi.gov.vn,Trích yếu: Thông báo tuyển dụng viên chức vào làm việc tại các đơn vị trực thuộc Bảo hiểm xã hội Việt Nam tổ chức thi tại khu vực miền Nam năm 2024.,Trích yếu: Thông báo <b>tuyển dụng</b> viên chức vào làm việc tại các đơn vị trực thuộc Bảo hiểm xã hội Việt Nam tổ chức thi tại khu vực miền Nam năm <b>2024</b>.,https://baohiemxahoi.gov.vn/vanban/Pages/default.aspx?ItemID=4522,https://baohiemxahoi.gov.vn/vanban/Pages/default.aspx?ItemID=4522,,"[{'fb:app_id': '518754851614460', 'og:type': 'website', 'og:site_name': 'baohiemxahoi.gov.vn', 'viewport': 'width=device-width, user-scalable=no, initial-scale=1.0, maximum-scale=1.0, minimum-scale=1.0', 'og:locale': 'vi_VN'}]",
