,kind,title,htmlTitle,link,displayLink,snippet,htmlSnippet,formattedUrl,htmlFormattedUrl,pagemap.metatags,pagemap.cse_thumbnail,pagemap.cse_image
0,customsearch#result,Thông báo tuyển dụng công chức năm 2024 của Cục Quản lý Y ...,Thông báo <b>tuyển dụng</b> công chức năm <b>2024</b> của Cục Quản lý Y ...,https://moh.gov.vn/tin-lien-quan/-/asset_publisher/vjYyM7O9aWnX/content/thong-bao-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen-theo-hinh-thuc-thi-tuyen,moh.gov.vn,"Apr 23, 2024 ... 1. · 2. Số lượng vị trí việc làm và yêu cầu về trình độ, chuyên môn cần tuyển · 4. Chế độ ưu tiên: · 5. Nội dung, hình thức và thời gian thi ...","Apr 23, 2024 <b>...</b> 1. &middot; 2. Số lượng vị trí việc làm và yêu cầu về trình độ, chuyên môn cần <b>tuyển</b> &middot; 4. Chế độ ưu tiên: &middot; 5. Nội dung, hình thức và thời gian thi&nbsp;...",https://moh.gov.vn/.../thong-bao-tuyen-dung-cong-chuc-nam-2024-cua-cu...,https://moh.gov.vn/.../thong-bao-tuyen-dung-cong-chuc-nam-<b>2024</b>-cua-cu...,"[{'viewport': 'initial-scale=1.0, width=device-width'}]",,
1,customsearch#result,Thông tin tuyển dụng - Cổng thông tin Bộ Y tế,Thông tin <b>tuyển dụng</b> - Cổng thông tin Bộ Y tế,https://moh.gov.vn/thong-tin-tuyen-dung,moh.gov.vn,"Thông báo tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền theo hình thức thi tuyển. Thứ Ba, ngày 23/04/2024 01:04.","Thông báo <b>tuyển dụng</b> công chức năm <b>2024</b> của Cục Quản lý Y, Dược cổ truyền theo hình thức thi tuyển. Thứ Ba, ngày 23/04/<b>2024</b> 01:04.",https://moh.gov.vn/thong-tin-tuyen-dung,https://moh.gov.vn/thong-tin-tuyen-dung,"[{'viewport': 'initial-scale=1.0, width=device-width'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJreRJ6IJFNYvMWTDOP2hteZ_JEveYR-UMUGcFn6Xh2ztETCqp4bXmZLw&s', 'width': '262', 'height': '192'}]",[{'src': 'https://moh.gov.vn/byt-theme/images/file_system/large/article.png'}]
2,customsearch#result,"Bộ Y tế thông báo tuyển dụng công ... - Cục Quản lý Y, Dược cổ truyền","Bộ Y tế thông báo tuyển dụng công ... - Cục Quản lý Y, Dược cổ truyền",https://ydct.moh.gov.vn/detail/cuc-quan-ly-y-duoc-co-truyen-bo-y-te-thong-bao-tuyen-dung-cong-chuc-nam-2024-theo-hinh-thuc-thi-tuyen,ydct.moh.gov.vn,"Apr 22, 2024 ... ... tuyển dụng công chức năm 2024 theo hình thức thi tuyển. Xem chi tiết Thông báo số 80/TB-YDCT ngày 22/4/2024 của Cục Quản lý Y, Dược cổ truyền:.","Apr 22, 2024 <b>...</b> ... <b>tuyển dụng</b> công chức năm <b>2024</b> theo hình thức thi tuyển. Xem chi tiết Thông báo số 80/TB-YDCT ngày 22/4/<b>2024</b> của Cục Quản lý Y, Dược cổ truyền:.",https://ydct.moh.gov.vn/.../cuc-quan-ly-y-duoc-co-truyen-bo-y-te-thong-b...,https://ydct.moh.gov.vn/.../cuc-quan-ly-y-duoc-co-truyen-bo-y-te-thong-b...,"[{'og:image': 'https://ydct.moh.gov.vn/static/files/uploads/13ef01bd70c0cf73584df53e634c9a2a0f2d301e77b4800fabc3e74304ff66d0.png', 'og:type': 'article', 'og:image:alt': 'Edit-Edit-Edit-Edit-Edit-Edit-thuocdongy', 'og:image:width': '800', 'twitter:title': 'Cục Quản lý Y, Dược cổ truyền - Bộ Y tế thông báo tuyển dụng công chức năm 2024 theo hình thức thi tuyển', 'og:site_name': 'https://ydct.moh.gov.vn/detail/cuc-quan-ly-y-duoc-co-truyen-bo-y-te-thong-bao-tuyen-dung-cong-chuc-nam-2024-theo-hinh-thuc-thi-tuyen', 'twitter:url': 'https://ydct.moh.gov.vn/detail/cuc-quan-ly-y-duoc-co-truyen-bo-y-te-thong-bao-tuyen-dung-cong-chuc-nam-2024-theo-hinh-thuc-thi-tuyen', 'og:title': 'Cục Quản lý Y, Dược cổ truyền - Bộ Y tế thông báo tuyển dụng công chức năm 2024 theo hình thức thi tuyển', 'og:image:height': '354', 'og:description': 'Cục Quản lý Y, Dược cổ truyền - Bộ Y tế thông báo tuyển dụng công chức năm 2024 theo hình thức thi tuyển', 'twitter:creator': '@Ydct News', 'twitter:image': 'https://ydct.moh.gov.vn/static/files/uploads/13ef01bd70c0cf73584df53e634c9a2a0f2d301e77b4800fabc3e74304ff66d0.png', 'article:tag': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'fb:app_id': '592038478864018', 'twitter:site': '@Ydct News', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1.2', 'news_keywords': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'twitter:description': 'Cục Quản lý Y, Dược cổ truyền - Bộ Y tế thông báo tuyển dụng công chức năm 2024 theo hình thức thi tuyển', 'og:rich_attachment': 'true', 'og:url': 'https://ydct.moh.gov.vn/detail/cuc-quan-ly-y-duoc-co-truyen-bo-y-te-thong-bao-tuyen-dung-cong-chuc-nam-2024-theo-hinh-thuc-thi-tuyen', 'format-detection': 'telephone=no'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvcQ4BITwPxvfPbt6CMPojsPesheUQ_4rcg9a9OJeknn8hWrKOIFwJuHSq&s', 'width': '310', 'height': '163'}]",[{'src': 'https://ydct.moh.gov.vn/static/files/uploads/13ef01bd70c0cf73584df53e634c9a2a0f2d301e77b4800fabc3e74304ff66d0.png'}]
3,customsearch#result,Thi tuyển công chức năm 2024 - Cục quản lý y dược cổ truyền,Thi <b>tuyển</b> công chức năm <b>2024</b> - Cục quản lý y dược cổ truyền,https://ydct.moh.gov.vn/category/thi-tuyen-cong-chuc-nam-2024-v2,ydct.moh.gov.vn,"May 31, 2024 ... Thông báo số 11/TB-HĐTD ngày 14/06/2024 của Hội đồng tuyển dụng về Danh sách thí sinh theo số báo danh, nội quy thi tuyển, ...","May 31, 2024 <b>...</b> Thông báo số 11/TB-HĐTD ngày 14/06/<b>2024</b> của Hội đồng <b>tuyển dụng</b> về Danh sách thí sinh theo số báo danh, nội quy thi tuyển,&nbsp;...",https://ydct.moh.gov.vn/category/thi-tuyen-cong-chuc-nam-2024-v2,https://ydct.moh.gov.vn/category/thi-tuyen-cong-chuc-nam-<b>2024</b>-v2,"[{'og:image': 'https://ydct.moh.gov.vn/static/images_post/logo.png', 'og:type': 'article', 'og:image:alt': 'Cục quản lý Y dược cổ truyền', 'og:image:width': '800', 'twitter:title': 'Thi tuyển công chức năm 2024', 'og:site_name': 'https://ydct.moh.gov.vn/category/thi-tuyen-cong-chuc-nam-2024-v2', 'twitter:url': 'https://ydct.moh.gov.vn/category/thi-tuyen-cong-chuc-nam-2024-v2', 'og:title': 'Thi tuyển công chức năm 2024', 'og:image:height': '354', 'og:description': 'Cục quản lý Y dược cổ truyền', 'twitter:creator': '@Ydct News', 'twitter:image': 'https://ydct.moh.gov.vn/static/images_post/logo.png', 'article:tag': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'fb:app_id': '592038478864018', 'twitter:site': '@Ydct News', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1.2', 'news_keywords': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'twitter:description': 'Cục quản lý Y dược cổ truyền', 'og:rich_attachment': 'true', 'og:url': 'https://ydct.moh.gov.vn/category/thi-tuyen-cong-chuc-nam-2024-v2', 'format-detection': 'telephone=no'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSISSvNO8LCba1GoNavHYzDX6n6_zp1CqxZ01FiRqbDKTnp04gGWFM192LY&s', 'width': '224', 'height': '225'}]",[{'src': 'https://ydct.moh.gov.vn/static/images_post/logo.png'}]
4,customsearch#result,Quyết định tổ chức kỳ thi tuyển dụng công chức năm 2024 của Cục ...,Quyết định tổ chức kỳ thi <b>tuyển dụng</b> công chức năm <b>2024</b> của Cục ...,https://ydct.moh.gov.vn/detail/quyet-dinh-to-chuc-ky-thi-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen,ydct.moh.gov.vn,"Quyết định tổ chức kỳ thi tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền. YDCT. Quyết định số 04/QĐ-HĐTD về việc tổ chức kỳ thi tuyển dụng ...","Quyết định tổ chức kỳ thi <b>tuyển dụng</b> công chức năm <b>2024</b> của Cục Quản lý Y, Dược cổ truyền. YDCT. Quyết định số 04/QĐ-HĐTD về việc tổ chức kỳ thi <b>tuyển dụng</b>&nbsp;...",https://ydct.moh.gov.vn/.../quyet-dinh-to-chuc-ky-thi-tuyen-dung-cong-ch...,https://ydct.moh.gov.vn/.../quyet-dinh-to-chuc-ky-thi-tuyen-dung-cong-ch...,"[{'og:image': 'https://ydct.moh.gov.vn/static/files/uploads/3e46acfd0c51ac54969761a2c281d29c14ac2411cb580824bcd8429ce3fa4972.png', 'og:type': 'article', 'og:image:alt': 'Edit-Screen Shot 2024-06-06 at 17.23.45', 'og:image:width': '800', 'twitter:title': 'Quyết định tổ chức kỳ thi tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền.', 'og:site_name': 'https://ydct.moh.gov.vn/detail/quyet-dinh-to-chuc-ky-thi-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen', 'twitter:url': 'https://ydct.moh.gov.vn/detail/quyet-dinh-to-chuc-ky-thi-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen', 'og:title': 'Quyết định tổ chức kỳ thi tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền.', 'og:image:height': '354', 'og:description': 'Quyết định số 04/QĐ-HĐTD về việc tổ chức kỳ thi tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền.', 'twitter:creator': '@Ydct News', 'twitter:image': 'https://ydct.moh.gov.vn/static/files/uploads/3e46acfd0c51ac54969761a2c281d29c14ac2411cb580824bcd8429ce3fa4972.png', 'article:tag': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'fb:app_id': '592038478864018', 'twitter:site': '@Ydct News', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1.2', 'news_keywords': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'twitter:description': 'Quyết định số 04/QĐ-HĐTD về việc tổ chức kỳ thi tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền.', 'og:rich_attachment': 'true', 'og:url': 'https://ydct.moh.gov.vn/detail/quyet-dinh-to-chuc-ky-thi-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen', 'format-detection': 'telephone=no'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzcjyy5ZdNVEyhbPNsHuNF5se42yaNXaAQlKFe4r84iAGiroiPGbUsqKur&s', 'width': '310', 'height': '163'}]",[{'src': 'https://ydct.moh.gov.vn/static/files/uploads/3e46acfd0c51ac54969761a2c281d29c14ac2411cb580824bcd8429ce3fa4972.png'}]
5,customsearch#result,Cục quản lý y dược cổ truyền: Trang chủ,Cục quản lý y dược cổ truyền: Trang chủ,https://ydct.moh.gov.vn/,ydct.moh.gov.vn,Danh sách và triệu tập thí sinh đủ điều kiện dự Vòng 2 kỳ thi tuyển dụng công chức năm 2024 của Cục YDCT. THÔNG BÁO: KẾT QUẢ THI VÒNG 1 KỲ THI TUYỂN DỤNG CÔNG ...,Danh sách và triệu tập thí sinh đủ điều kiện dự Vòng 2 kỳ thi <b>tuyển dụng</b> công chức năm <b>2024</b> của Cục YDCT. THÔNG BÁO: KẾT QUẢ THI VÒNG 1 KỲ THI <b>TUYỂN DỤNG</b> CÔNG&nbsp;...,https://ydct.moh.gov.vn/,https://ydct.moh.gov.vn/,"[{'og:image': 'https://ydct.moh.gov.vn/static/images_post/logo.png', 'og:type': 'article', 'og:image:alt': 'Cục quản lý Y dược cổ truyền', 'og:image:width': '800', 'twitter:title': 'Trang chủ', 'og:site_name': 'https://ydct.moh.gov.vn', 'twitter:url': 'https://ydct.moh.gov.vn', 'og:title': 'Trang chủ', 'og:image:height': '354', 'og:description': 'Cục quản lý Y dược cổ truyền', 'twitter:creator': '@Ydct News', 'twitter:image': 'https://ydct.moh.gov.vn/static/images_post/logo.png', 'article:tag': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'fb:app_id': '592038478864018', 'twitter:site': '@Ydct News', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1.2', 'news_keywords': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'twitter:description': 'Cục quản lý Y dược cổ truyền', 'og:rich_attachment': 'true', 'og:url': 'https://ydct.moh.gov.vn', 'format-detection': 'telephone=no'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSISSvNO8LCba1GoNavHYzDX6n6_zp1CqxZ01FiRqbDKTnp04gGWFM192LY&s', 'width': '224', 'height': '225'}]",[{'src': 'https://ydct.moh.gov.vn/static/images_post/logo.png'}]
6,customsearch#result,Thông báo Danh mục tài liệu tham khảo kỳ thi tuyển dụng công ...,Thông báo Danh mục tài liệu tham khảo kỳ thi <b>tuyển dụng</b> công ...,https://ydct.moh.gov.vn/detail/thong-bao-danh-muc-tai-lieu-tham-khao-ky-thi-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen,ydct.moh.gov.vn,"May 31, 2024 ... Thông báo Danh mục tài liệu tham khảo kỳ thi tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền. YDCT. Thông báo Danh mục tài ...","May 31, 2024 <b>...</b> Thông báo Danh mục tài liệu tham khảo kỳ thi <b>tuyển dụng</b> công chức năm <b>2024</b> của Cục Quản lý Y, Dược cổ truyền. YDCT. Thông báo Danh mục tài&nbsp;...",https://ydct.moh.gov.vn/.../thong-bao-danh-muc-tai-lieu-tham-khao-ky-thi-...,https://ydct.moh.gov.vn/.../thong-bao-danh-muc-tai-lieu-tham-khao-ky-thi-...,"[{'og:image': 'https://ydct.moh.gov.vn/static/files/uploads/5e6fd8acfb06a0936c56416be2f4f4754fb98674bb739eb00a93b0a7f17b0897.png', 'og:type': 'article', 'og:image:alt': 'Edit-Edit-Edit-Edit-Edit-Edit-Edit-Edit-Edit-Edit-Edit-Edit-imager_4_9143_700', 'og:image:width': '800', 'twitter:title': 'Thông báo Danh mục tài liệu tham khảo kỳ thi tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền', 'og:site_name': 'https://ydct.moh.gov.vn/detail/thong-bao-danh-muc-tai-lieu-tham-khao-ky-thi-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen', 'twitter:url': 'https://ydct.moh.gov.vn/detail/thong-bao-danh-muc-tai-lieu-tham-khao-ky-thi-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen', 'og:title': 'Thông báo Danh mục tài liệu tham khảo kỳ thi tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền', 'og:image:height': '354', 'og:description': 'Thông báo Danh mục tài liệu tham khảo kỳ thi tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền', 'twitter:creator': '@Ydct News', 'twitter:image': 'https://ydct.moh.gov.vn/static/files/uploads/5e6fd8acfb06a0936c56416be2f4f4754fb98674bb739eb00a93b0a7f17b0897.png', 'article:tag': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'fb:app_id': '592038478864018', 'twitter:site': '@Ydct News', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1.2', 'news_keywords': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'twitter:description': 'Thông báo Danh mục tài liệu tham khảo kỳ thi tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền', 'og:rich_attachment': 'true', 'og:url': 'https://ydct.moh.gov.vn/detail/thong-bao-danh-muc-tai-lieu-tham-khao-ky-thi-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen', 'format-detection': 'telephone=no'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR61im3tU6edt7ey_l3brCUogp2RY6Y1UVLLSOtGf3L5ffnV6WWEnKKc-A&s', 'width': '310', 'height': '163'}]",[{'src': 'https://ydct.moh.gov.vn/static/files/uploads/5e6fd8acfb06a0936c56416be2f4f4754fb98674bb739eb00a93b0a7f17b0897.png'}]
7,customsearch#result,THÔNG BÁO: KẾT QUẢ THI VÒNG 1 KỲ THI TUYỂN DỤNG CÔNG ...,THÔNG BÁO: KẾT QUẢ THI VÒNG 1 KỲ THI <b>TUYỂN DỤNG</b> CÔNG ...,https://ydct.moh.gov.vn/detail/thong-bao-ket-qua-thi-vong-1-ky-thi-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen,ydct.moh.gov.vn,"THÔNG BÁO: KẾT QUẢ THI VÒNG 1 KỲ THI TUYỂN DỤNG CÔNG CHỨC NĂM 2024 CỦA CỤC QUẢN LÝ Y, DƯỢC CỔ TRUYỀN. Cục YDCT. Hội đồng tuyển dụng công chức năm 2024 của Cục ...","THÔNG BÁO: KẾT QUẢ THI VÒNG 1 KỲ THI <b>TUYỂN DỤNG</b> CÔNG CHỨC NĂM <b>2024</b> CỦA CỤC QUẢN LÝ Y, DƯỢC CỔ TRUYỀN. Cục YDCT. Hội đồng <b>tuyển dụng</b> công chức năm <b>2024</b> của Cục&nbsp;...",https://ydct.moh.gov.vn/.../thong-bao-ket-qua-thi-vong-1-ky-thi-tuyen-dun...,https://ydct.moh.gov.vn/.../thong-bao-ket-qua-thi-vong-1-ky-thi-tuyen-dun...,"[{'og:image': 'https://ydct.moh.gov.vn/static/files/uploads/fe27d7306c515b2b06cace5ab0b3ae2ebcc41d17ef01f495401e7804cbe479e7.png', 'og:type': 'article', 'og:image:alt': 'Edit-hinh-dai-dien-13', 'og:image:width': '800', 'twitter:title': 'THÔNG BÁO: KẾT QUẢ THI VÒNG 1 KỲ THI TUYỂN DỤNG CÔNG CHỨC NĂM 2024 CỦA CỤC QUẢN LÝ Y, DƯỢC CỔ TRUYỀN', 'og:site_name': 'https://ydct.moh.gov.vn/detail/thong-bao-ket-qua-thi-vong-1-ky-thi-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen', 'twitter:url': 'https://ydct.moh.gov.vn/detail/thong-bao-ket-qua-thi-vong-1-ky-thi-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen', 'og:title': 'THÔNG BÁO: KẾT QUẢ THI VÒNG 1 KỲ THI TUYỂN DỤNG CÔNG CHỨC NĂM 2024 CỦA CỤC QUẢN LÝ Y, DƯỢC CỔ TRUYỀN', 'og:image:height': '354', 'og:description': 'Hội đồng tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền - Bộ Y tế thông báo kết quả thi vòng 1 kỳ thi tuyển dụng công chức năm 2024', 'twitter:creator': '@Ydct News', 'twitter:image': 'https://ydct.moh.gov.vn/static/files/uploads/fe27d7306c515b2b06cace5ab0b3ae2ebcc41d17ef01f495401e7804cbe479e7.png', 'article:tag': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'fb:app_id': '592038478864018', 'twitter:site': '@Ydct News', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1.2', 'news_keywords': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'twitter:description': 'Hội đồng tuyển dụng công chức năm 2024 của Cục Quản lý Y, Dược cổ truyền - Bộ Y tế thông báo kết quả thi vòng 1 kỳ thi tuyển dụng công chức năm 2024', 'og:rich_attachment': 'true', 'og:url': 'https://ydct.moh.gov.vn/detail/thong-bao-ket-qua-thi-vong-1-ky-thi-tuyen-dung-cong-chuc-nam-2024-cua-cuc-quan-ly-y-duoc-co-truyen', 'format-detection': 'telephone=no'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTgWPPX-eb0nllmi7IIgJJpPwNZ5Jq2Q_dixOZQ-TAuIw0LRxrg7w9V5GGh&s', 'width': '310', 'height': '162'}]",[{'src': 'https://ydct.moh.gov.vn/static/files/uploads/fe27d7306c515b2b06cace5ab0b3ae2ebcc41d17ef01f495401e7804cbe479e7.png'}]
8,customsearch#result,Thông báo: Danh sách và triệu tập thí sinh đủ điều kiện dự Vòng 2 ...,Thông báo: Danh sách và triệu tập thí sinh đủ điều kiện dự Vòng 2 ...,https://ydct.moh.gov.vn/detail/thong-bao-danh-sach-va-trieu-tap-thi-sinh-du-dieu-kien-du-vong-2-ky-thi-tuyen-dung-cong-chuc-nam-2024,ydct.moh.gov.vn,Danh sách và triệu tập thí sinh đủ điều kiện dự Vòng 2 kỳ thi tuyển dụng công chức năm 2024 của Cục YDCT.,Danh sách và triệu tập thí sinh đủ điều kiện dự Vòng 2 kỳ thi <b>tuyển dụng</b> công chức năm <b>2024</b> của Cục YDCT.,https://ydct.moh.gov.vn/.../thong-bao-danh-sach-va-trieu-tap-thi-sinh-du-di...,https://ydct.moh.gov.vn/.../thong-bao-danh-sach-va-trieu-tap-thi-sinh-du-di...,"[{'og:image': 'https://ydct.moh.gov.vn/static/files/uploads/9e9200fdf6b3c259b3e0c7605bb0a7e1a5cac4dd76ddd3396ab2455ebcae939d.png', 'og:type': 'article', 'og:image:alt': 'Edit-tb14-0', 'og:image:width': '800', 'twitter:title': 'Thông báo: Danh sách và triệu tập thí sinh đủ điều kiện dự Vòng 2 kỳ thi tuyển dụng công chức năm 2024', 'og:site_name': 'https://ydct.moh.gov.vn/detail/thong-bao-danh-sach-va-trieu-tap-thi-sinh-du-dieu-kien-du-vong-2-ky-thi-tuyen-dung-cong-chuc-nam-2024', 'twitter:url': 'https://ydct.moh.gov.vn/detail/thong-bao-danh-sach-va-trieu-tap-thi-sinh-du-dieu-kien-du-vong-2-ky-thi-tuyen-dung-cong-chuc-nam-2024', 'og:title': 'Thông báo: Danh sách và triệu tập thí sinh đủ điều kiện dự Vòng 2 kỳ thi tuyển dụng công chức năm 2024', 'og:image:height': '354', 'og:description': 'Danh sách và triệu tập thí sinh đủ điều kiện dự Vòng 2 kỳ thi tuyển dụng công chức năm 2024 của Cục YDCT.', 'twitter:creator': '@Ydct News', 'twitter:image': 'https://ydct.moh.gov.vn/static/files/uploads/9e9200fdf6b3c259b3e0c7605bb0a7e1a5cac4dd76ddd3396ab2455ebcae939d.png', 'article:tag': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'fb:app_id': '592038478864018', 'twitter:site': '@Ydct News', 'viewport': 'width=device-width, initial-scale=1, maximum-scale=1.2', 'news_keywords': 'cuc quan ly y duoc co truyen, y duoc co truyen', 'twitter:description': 'Danh sách và triệu tập thí sinh đủ điều kiện dự Vòng 2 kỳ thi tuyển dụng công chức năm 2024 của Cục YDCT.', 'og:rich_attachment': 'true', 'og:url': 'https://ydct.moh.gov.vn/detail/thong-bao-danh-sach-va-trieu-tap-thi-sinh-du-dieu-kien-du-vong-2-ky-thi-tuyen-dung-cong-chuc-nam-2024', 'format-detection': 'telephone=no'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOAMZ-0Vw5AmNrQLnFfiPoYpPdC0MXIE9TEY9aOQfkjqqe_PhzNhtVaCs&s', 'width': '310', 'height': '162'}]",[{'src': 'https://ydct.moh.gov.vn/static/files/uploads/9e9200fdf6b3c259b3e0c7605bb0a7e1a5cac4dd76ddd3396ab2455ebcae939d.png'}]
9,customsearch#result,Văn phòng Bộ Y tế thông báo tuyển dụng công chức năm 2022 ...,Văn phòng Bộ Y tế thông báo <b>tuyển dụng</b> công chức năm 2022 ...,https://moh.gov.vn/thong-tin-tuyen-dung/-/asset_publisher/TViSqf9kp7CV/content/van-phong-bo-y-te-thong-bao-tuyen-dung-cong-chuc-nam-2022,moh.gov.vn,"Sep 7, 2022 ... Tin liên quan. Thông báo tuyển dụng công chức năm 2024 của Cục Quản ... Thông tin tuyển dụng · Thông tin tuyển sinh. Liên kết. ---Trang liên ...","Sep 7, 2022 <b>...</b> Tin liên quan. Thông báo <b>tuyển dụng</b> công chức năm <b>2024</b> của Cục Quản ... Thông tin <b>tuyển dụng</b> &middot; Thông tin tuyển sinh. Liên kết. ---Trang liên&nbsp;...",https://moh.gov.vn/.../van-phong-bo-y-te-thong-bao-tuyen-dung-cong-chu...,https://moh.gov.vn/.../van-phong-bo-y-te-thong-bao-tuyen-dung-cong-chu...,"[{'viewport': 'initial-scale=1.0, width=device-width'}]","[{'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQRjRQA0njIscHkZpv9ziT3Bcb7WFY1IbAMtYRYPXeX2_ujQakoj2JGIc&s', 'width': '189', 'height': '267'}]",[{'src': 'https://moh.gov.vn/documents/20182/1356601/1.+Thong+bao+tuyen+dung.signed_page-0001.jpg/899f3da4-5077-42b4-8020-eb76d1eef1d0?t=1662522701020'}]
